id,label
33108,1
33109,1
33110,0
33111,0
33112,1
33113,1
33114,0
33115,1
33116,1
33117,1
33118,1
33119,1
33120,1
33121,0
33122,1
33123,1
33124,1
33125,1
33126,1
33127,1
33128,0
33129,0
33130,1
33131,1
33132,1
33133,0
33134,1
33135,1
33136,1
33137,1
33138,1
33139,1
33140,1
33141,0
33142,0
33143,1
33144,1
33145,1
33146,1
33147,1
33148,1
33149,1
33150,1
33151,0
33152,1
33153,0
33154,0
33155,1
33156,1
33157,1
33158,1
33159,1
33160,1
33161,0
33162,1
33163,1
33164,1
33165,1
33166,1
33167,0
33168,1
33169,1
33170,0
33171,1
33172,1
33173,1
33174,1
33175,1
33176,1
33177,1
33178,1
33179,1
33180,1
33181,1
33182,1
33183,1
33184,1
33185,1
33186,1
33187,1
33188,1
33189,1
33190,0
33191,0
33192,0
33193,1
33194,0
33195,0
33196,1
33197,1
33198,1
33199,1
33200,1
33201,1
33202,1
33203,1
33204,1
33205,1
33206,1
33207,0
33208,1
33209,1
33210,1
33211,1
33212,0
33213,0
33214,0
33215,1
33216,1
33217,1
33218,1
33219,1
33220,1
33221,1
33222,1
33223,0
33224,1
33225,1
33226,1
33227,1
33228,1
33229,1
33230,1
33231,0
33232,1
33233,0
33234,1
33235,0
33236,1
33237,1
33238,0
33239,1
33240,1
33241,1
33242,1
33243,1
33244,1
33245,1
33246,1
33247,1
33248,1
33249,1
33250,0
33251,1
33252,1
33253,1
33254,1
33255,0
33256,1
33257,1
33258,1
33259,1
33260,1
33261,1
33262,1
33263,1
33264,1
33265,1
33266,1
33267,1
33268,1
33269,1
33270,0
33271,1
33272,1
33273,1
33274,1
33275,0
33276,1
33277,0
33278,1
33279,1
33280,1
33281,1
33282,0
33283,1
33284,1
33285,1
33286,1
33287,1
33288,0
33289,1
33290,1
33291,0
33292,1
33293,1
33294,1
33295,1
33296,1
33297,1
33298,1
33299,1
33300,1
33301,1
33302,1
33303,1
33304,1
33305,1
33306,1
33307,1
33308,0
33309,1
33310,1
33311,1
33312,1
33313,1
33314,1
33315,1
33316,0
33317,1
33318,1
33319,1
33320,0
33321,1
33322,1
33323,1
33324,1
33325,1
33326,1
33327,0
33328,0
33329,1
33330,0
33331,0
33332,1
33333,1
33334,1
33335,1
33336,1
33337,1
33338,1
33339,1
33340,1
33341,1
33342,1
33343,1
33344,1
33345,1
33346,1
33347,1
33348,1
33349,1
33350,1
33351,1
33352,1
33353,1
33354,1
33355,1
33356,0
33357,1
33358,1
33359,1
33360,0
33361,1
33362,0
33363,0
33364,1
33365,1
33366,1
33367,1
33368,1
33369,1
33370,1
33371,0
33372,1
33373,0
33374,1
33375,1
33376,1
33377,1
33378,0
33379,1
33380,1
33381,1
33382,1
33383,1
33384,1
33385,1
33386,1
33387,1
33388,1
33389,1
33390,0
33391,1
33392,1
33393,1
33394,1
33395,1
33396,1
33397,1
33398,0
33399,1
33400,1
33401,1
33402,0
33403,1
33404,0
33405,1
33406,1
33407,1
33408,1
33409,1
33410,1
33411,1
33412,1
33413,1
33414,1
33415,1
33416,1
33417,1
33418,1
33419,1
33420,1
33421,1
33422,1
33423,1
33424,1
33425,1
33426,0
33427,1
33428,0
33429,0
33430,1
33431,0
33432,1
33433,1
33434,1
33435,1
33436,1
33437,1
33438,0
33439,1
33440,1
33441,1
33442,0
33443,1
33444,1
33445,1
33446,1
33447,1
33448,1
33449,1
33450,1
33451,0
33452,1
33453,1
33454,1
33455,1
33456,1
33457,1
33458,0
33459,1
33460,1
33461,1
33462,1
33463,1
33464,1
33465,1
33466,1
33467,1
33468,1
33469,0
33470,1
33471,1
33472,1
33473,1
33474,1
33475,1
33476,1
33477,1
33478,1
33479,1
33480,1
33481,1
33482,1
33483,1
33484,1
33485,1
33486,1
33487,0
33488,0
33489,1
33490,1
33491,0
33492,0
33493,1
33494,0
33495,1
33496,1
33497,1
33498,1
33499,1
33500,0
33501,1
33502,1
33503,1
33504,1
33505,1
33506,0
33507,1
33508,1
33509,1
33510,0
33511,1
33512,1
33513,1
33514,1
33515,1
33516,1
33517,0
33518,0
33519,1
33520,1
33521,1
33522,1
33523,1
33524,1
33525,1
33526,0
33527,1
33528,1
33529,1
33530,1
33531,1
33532,1
33533,0
33534,1
33535,1
33536,0
33537,1
33538,1
33539,1
33540,0
33541,1
33542,1
33543,1
33544,1
33545,1
33546,1
33547,1
33548,0
33549,0
33550,1
33551,1
33552,0
33553,1
33554,1
33555,0
33556,1
33557,1
33558,1
33559,1
33560,0
33561,1
33562,1
33563,1
33564,1
33565,1
33566,1
33567,1
33568,1
33569,1
33570,1
33571,0
33572,1
33573,1
33574,1
33575,1
33576,1
33577,1
33578,1
33579,1
33580,0
33581,1
33582,1
33583,1
33584,1
33585,1
33586,1
33587,1
33588,1
33589,1
33590,1
33591,1
33592,0
33593,1
33594,1
33595,1
33596,1
33597,1
33598,1
33599,1
33600,1
33601,1
33602,1
33603,1
33604,1
33605,1
33606,1
33607,1
33608,1
33609,1
33610,0
33611,1
33612,0
33613,1
33614,1
33615,1
33616,1
33617,1
33618,0
33619,0
33620,1
33621,1
33622,1
33623,0
33624,0
33625,1
33626,1
33627,1
33628,1
33629,1
33630,1
33631,1
33632,1
33633,0
33634,1
33635,1
33636,1
33637,1
33638,0
33639,1
33640,1
33641,0
33642,1
33643,0
33644,0
33645,0
33646,1
33647,1
33648,1
33649,1
33650,1
33651,0
33652,1
33653,1
33654,0
33655,1
33656,1
33657,1
33658,1
33659,0
33660,1
33661,1
33662,1
33663,1
33664,1
33665,0
33666,1
33667,1
33668,1
33669,1
33670,0
33671,0
33672,1
33673,1
33674,1
33675,1
33676,0
33677,1
33678,1
33679,1
33680,1
33681,0
33682,1
33683,1
33684,0
33685,1
33686,1
33687,1
33688,1
33689,1
33690,1
33691,0
33692,0
33693,1
33694,0
33695,1
33696,1
33697,1
33698,1
33699,1
33700,1
33701,1
33702,1
33703,1
33704,1
33705,1
33706,1
33707,1
33708,1
33709,1
33710,1
33711,1
33712,0
33713,1
33714,1
33715,1
33716,1
33717,1
33718,1
33719,1
33720,1
33721,0
33722,1
33723,0
33724,1
33725,1
33726,1
33727,1
33728,1
33729,1
33730,1
33731,1
33732,1
33733,0
33734,1
33735,0
33736,1
33737,1
33738,1
33739,1
33740,1
33741,1
33742,1
33743,0
33744,1
33745,1
33746,1
33747,1
33748,1
33749,1
33750,1
33751,0
33752,1
33753,1
33754,1
33755,1
33756,1
33757,1
33758,1
33759,0
33760,0
33761,0
33762,1
33763,1
33764,0
33765,1
33766,1
33767,1
33768,1
33769,1
33770,1
33771,1
33772,1
33773,1
33774,0
33775,1
33776,1
33777,1
33778,1
33779,0
33780,0
33781,1
33782,1
33783,1
33784,0
33785,1
33786,1
33787,1
33788,1
33789,1
33790,1
33791,1
33792,1
33793,1
33794,0
33795,1
33796,0
33797,1
33798,1
33799,1
33800,0
33801,1
33802,1
33803,1
33804,1
33805,0
33806,1
33807,1
33808,1
33809,1
33810,1
33811,1
33812,1
33813,1
33814,1
33815,1
33816,1
33817,1
33818,0
33819,1
33820,0
33821,1
33822,1
33823,1
33824,0
33825,1
33826,1
33827,1
33828,1
33829,1
33830,1
33831,0
33832,1
33833,1
33834,0
33835,1
33836,1
33837,1
33838,1
33839,1
33840,1
33841,1
33842,1
33843,1
33844,0
33845,1
33846,0
33847,1
33848,1
33849,1
33850,1
33851,0
33852,1
33853,1
33854,0
33855,1
33856,1
33857,1
33858,1
33859,1
33860,1
33861,1
33862,1
33863,1
33864,1
33865,1
33866,1
33867,1
33868,1
33869,1
33870,1
33871,1
33872,1
33873,1
33874,1
33875,1
33876,1
33877,1
33878,1
33879,1
33880,1
33881,1
33882,0
33883,0
33884,1
33885,1
33886,1
33887,1
33888,1
33889,1
33890,0
33891,1
33892,1
33893,1
33894,0
33895,1
33896,1
33897,1
33898,1
33899,1
33900,0
33901,1
33902,1
33903,1
33904,1
33905,0
33906,1
33907,1
33908,1
33909,1
33910,1
33911,1
33912,1
33913,1
33914,1
33915,1
33916,1
33917,1
33918,1
33919,1
33920,1
33921,1
33922,1
33923,0
33924,0
33925,1
33926,1
33927,1
33928,1
33929,1
33930,1
33931,1
33932,1
33933,0
33934,1
33935,1
33936,1
33937,1
33938,1
33939,1
33940,1
33941,1
33942,1
33943,1
33944,1
33945,0
33946,1
33947,1
33948,1
33949,1
33950,0
33951,1
33952,1
33953,1
33954,1
33955,1
33956,1
33957,1
33958,1
33959,1
33960,1
33961,1
33962,1
33963,1
33964,0
33965,1
33966,1
33967,1
33968,1
33969,1
33970,1
33971,1
33972,1
33973,1
33974,1
33975,1
33976,1
33977,1
33978,1
33979,1
33980,0
33981,1
33982,1
33983,1
33984,1
33985,1
33986,1
33987,1
33988,1
33989,0
33990,1
33991,0
33992,1
33993,0
33994,1
33995,0
33996,1
33997,1
33998,0
33999,1
34000,1
34001,1
34002,1
34003,0
34004,1
34005,1
34006,1
34007,1
34008,1
34009,1
34010,1
34011,1
34012,0
34013,0
34014,1
34015,1
34016,1
34017,1
34018,1
34019,1
34020,1
34021,1
34022,1
34023,1
34024,1
34025,1
34026,1
34027,1
34028,1
34029,1
34030,1
34031,1
34032,1
34033,0
34034,1
34035,1
34036,1
34037,1
34038,1
34039,1
34040,1
34041,1
34042,1
34043,1
34044,1
34045,1
34046,1
34047,1
34048,1
34049,1
34050,1
34051,0
34052,0
34053,1
34054,1
34055,1
34056,1
34057,0
34058,0
34059,1
34060,1
34061,1
34062,0
34063,1
34064,0
34065,1
34066,1
34067,1
34068,0
34069,1
34070,0
34071,1
34072,1
34073,1
34074,1
34075,1
34076,1
34077,1
34078,1
34079,1
34080,1
34081,1
34082,1
34083,1
34084,1
34085,1
34086,0
34087,1
34088,1
34089,0
34090,1
34091,0
34092,1
34093,1
34094,0
34095,0
34096,1
34097,1
34098,0
34099,1
34100,1
34101,1
34102,1
34103,1
34104,1
34105,0
34106,1
34107,1
34108,1
34109,0
34110,1
34111,1
34112,1
34113,0
34114,1
34115,1
34116,1
34117,0
34118,1
34119,1
34120,1
34121,1
34122,0
34123,0
34124,1
34125,1
34126,0
34127,0
34128,1
34129,0
34130,1
34131,1
34132,1
34133,0
34134,0
34135,1
34136,1
34137,1
34138,1
34139,1
34140,1
34141,1
34142,1
34143,1
34144,1
34145,0
34146,0
34147,1
34148,1
34149,0
34150,1
34151,1
34152,1
34153,1
34154,0
34155,1
34156,1
34157,1
34158,1
34159,0
34160,1
34161,0
34162,1
34163,1
34164,1
34165,1
34166,1
34167,1
34168,1
34169,1
34170,1
34171,1
34172,1
34173,1
34174,0
34175,1
34176,1
34177,1
34178,0
34179,1
34180,1
34181,0
34182,1
34183,0
34184,1
34185,1
34186,1
34187,1
34188,1
34189,0
34190,1
34191,1
34192,1
34193,1
34194,0
34195,1
34196,0
34197,0
34198,1
34199,0
34200,0
34201,1
34202,0
34203,0
34204,1
34205,1
34206,0
34207,1
34208,1
34209,1
34210,1
34211,1
34212,1
34213,1
34214,1
34215,1
34216,0
34217,1
34218,1
34219,1
34220,0
34221,1
34222,0
34223,1
34224,1
34225,1
34226,1
34227,1
34228,1
34229,1
34230,0
34231,1
34232,1
34233,1
34234,1
34235,1
34236,1
34237,1
34238,0
34239,1
34240,1
34241,1
34242,1
34243,1
34244,1
34245,1
34246,1
34247,1
34248,1
34249,0
34250,1
34251,1
34252,1
34253,1
34254,1
34255,1
34256,1
34257,1
34258,1
34259,1
34260,0
34261,0
34262,1
34263,1
34264,0
34265,1
34266,1
34267,1
34268,1
34269,1
34270,1
34271,1
34272,1
34273,1
34274,1
34275,1
34276,1
34277,1
34278,1
34279,0
34280,1
34281,1
34282,1
34283,1
34284,0
34285,1
34286,1
34287,1
34288,1
34289,1
34290,1
34291,1
34292,1
34293,1
34294,1
34295,1
34296,0
34297,0
34298,1
34299,0
34300,1
34301,1
34302,1
34303,1
34304,1
34305,1
34306,1
34307,1
34308,1
34309,0
34310,1
34311,1
34312,1
34313,1
34314,1
34315,1
34316,1
34317,1
34318,0
34319,1
34320,1
34321,0
34322,1
34323,1
34324,1
34325,0
34326,1
34327,1
34328,1
34329,1
34330,1
34331,1
34332,1
34333,0
34334,1
34335,1
34336,1
34337,1
34338,1
34339,0
34340,1
34341,1
34342,1
34343,1
34344,1
34345,1
34346,1
34347,1
34348,1
34349,1
34350,1
34351,1
34352,1
34353,1
34354,0
34355,1
34356,1
34357,1
34358,0
34359,1
34360,1
34361,1
34362,1
34363,1
34364,1
34365,1
34366,1
34367,1
34368,1
34369,1
34370,0
34371,1
34372,1
34373,1
34374,1
34375,1
34376,0
34377,0
34378,1
34379,0
34380,1
34381,1
34382,1
34383,1
34384,1
34385,1
34386,1
34387,0
34388,1
34389,1
34390,1
34391,1
34392,1
34393,1
34394,1
34395,0
34396,1
34397,1
34398,1
34399,1
34400,1
34401,1
34402,1
34403,1
34404,1
34405,1
34406,1
34407,1
34408,1
34409,1
34410,1
34411,1
34412,1
34413,1
34414,1
34415,0
34416,1
34417,1
34418,1
34419,1
34420,0
34421,1
34422,1
34423,1
34424,1
34425,1
34426,0
34427,1
34428,1
34429,1
34430,1
34431,0
34432,1
34433,1
34434,0
34435,1
34436,0
34437,1
34438,1
34439,1
34440,1
34441,1
34442,1
34443,1
34444,1
34445,0
34446,0
34447,1
34448,1
34449,1
34450,1
34451,1
34452,1
34453,1
34454,1
34455,1
34456,1
34457,0
34458,1
34459,1
34460,1
34461,0
34462,1
34463,1
34464,1
34465,1
34466,0
34467,1
34468,1
34469,1
34470,1
34471,1
34472,1
34473,0
34474,1
34475,1
34476,1
34477,1
34478,1
34479,1
34480,1
34481,1
34482,1
34483,1
34484,1
34485,1
34486,0
34487,1
34488,1
34489,1
34490,1
34491,1
34492,1
34493,1
34494,0
34495,1
34496,1
34497,0
34498,1
34499,1
34500,1
34501,1
34502,0
34503,1
34504,0
34505,1
34506,1
34507,1
34508,1
34509,1
34510,1
34511,1
34512,1
34513,1
34514,1
34515,1
34516,1
34517,0
34518,1
34519,1
34520,1
34521,1
34522,0
34523,1
34524,1
34525,1
34526,1
34527,1
34528,1
34529,1
34530,1
34531,0
34532,1
34533,1
34534,1
34535,1
34536,1
34537,1
34538,1
34539,1
34540,0
34541,1
34542,0
34543,1
34544,1
34545,1
34546,1
34547,1
34548,0
34549,1
34550,1
34551,1
34552,1
34553,1
34554,1
34555,0
34556,1
34557,1
34558,1
34559,1
34560,1
34561,1
34562,0
34563,1
34564,0
34565,1
34566,0
34567,1
34568,1
34569,0
34570,1
34571,1
34572,1
34573,1
34574,0
34575,1
34576,0
34577,0
34578,0
34579,1
34580,1
34581,1
34582,1
34583,1
34584,1
34585,1
34586,1
34587,1
34588,1
34589,1
34590,1
34591,0
34592,1
34593,1
34594,1
34595,0
34596,0
34597,1
34598,1
34599,1
34600,1
34601,1
34602,1
34603,1
34604,1
34605,1
34606,1
34607,1
34608,1
34609,1
34610,1
34611,0
34612,1
34613,1
34614,1
34615,1
34616,1
34617,1
34618,1
34619,0
34620,1
34621,1
34622,0
34623,0
34624,0
34625,1
34626,1
34627,1
34628,1
34629,1
34630,1
34631,1
34632,1
34633,1
34634,1
34635,1
34636,0
34637,1
34638,0
34639,1
34640,1
34641,1
34642,1
34643,1
34644,1
34645,1
34646,1
34647,1
34648,1
34649,0
34650,0
34651,1
34652,1
34653,0
34654,1
34655,1
34656,1
34657,1
34658,1
34659,1
34660,0
34661,0
34662,1
34663,1
34664,1
34665,1
34666,1
34667,1
34668,0
34669,1
34670,1
34671,1
34672,1
34673,1
34674,1
34675,0
34676,1
34677,1
34678,1
34679,0
34680,1
34681,0
34682,1
34683,1
34684,1
34685,1
34686,0
34687,1
34688,1
34689,1
34690,1
34691,1
34692,1
34693,1
34694,1
34695,1
34696,1
34697,1
34698,0
34699,1
34700,1
34701,1
34702,1
34703,1
34704,1
34705,1
34706,1
34707,1
34708,1
34709,0
34710,1
34711,0
34712,1
34713,1
34714,1
34715,1
34716,1
34717,0
34718,1
34719,1
34720,1
34721,1
34722,1
34723,0
34724,0
34725,1
34726,1
34727,1
34728,1
34729,1
34730,1
34731,1
34732,0
34733,0
34734,1
34735,1
34736,0
34737,0
34738,1
34739,1
34740,1
34741,1
34742,1
34743,1
34744,1
34745,1
34746,1
34747,1
34748,1
34749,1
34750,1
34751,1
34752,1
34753,1
34754,0
34755,1
34756,1
34757,1
34758,1
34759,1
34760,1
